,level_0,index,office,acquisition,category_code,deadpooled_year,founded_year,funding_rounds,investments,ipo,name,number_of_employees,products,total_money_raised_normalized_USD,lat,lng,oficina_principal
233,513,485,"{'description': 'World Headquarters', 'address1': '519 SW 3rd AVE', 'address2': 'Suite 600', 'zip_code': '97204', 'city': 'Portland', 'state_code': 'OR', 'country_code': 'USA', 'latitude': 45.484413, 'longitude': -122.675838}",,web,,2005,"[{'id': 9999, 'round_code': 'a', 'source_url': 'http://www.nwinnovation.com/janrain_raises_3___m/s-0025588.html', 'source_description': 'Northwest Innovation', 'raised_amount': 3250000, 'raised_currency_code': 'USD', 'funded_year': 2009, 'funded_month': 12, 'funded_day': 7, 'investments': [{'company': None, 'financial_org': {'name': 'DFJ Frontier', 'permalink': 'dfj-frontier'}, 'person': None}, {'company': None, 'financial_org': {'name': 'RPM Ventures', 'permalink': 'rpm-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Anthem Venture Partners', 'permalink': 'anthem-venture-partners'}, 'person': None}]}, {'id': 24585, 'round_code': 'b', 'source_url': 'http://venturebeat.com/2011/08/02/janrain-social-login/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+Venturebeat_deals+%28VentureBeat+%C2%BB+Deals+%26+More%29', 'source_description': 'Janrain logs $15.5M to help log you in through social networks', 'raised_amount': 15500000, 'raised_currency_code': 'USD', 'funded_year': 2011, 'funded_month': 8, 'funded_day': 2, 'investments': [{'company': None, 'financial_org': {'name': 'Emergence Capital Partners', 'permalink': 'emergence-capital-partners'}, 'person': None}]}, {'id': 34800, 'round_code': 'c', 'source_url': 'http://techcrunch.com/2013/01/14/janrain-raises-33m-from-salesforce-and-others-for-social-log-in-management-platform/', 'source_description': 'Janrain Raises $33M From Salesforce, And Others For Social Log-In Management Platform', 'raised_amount': 33000000, 'raised_currency_code': 'USD', 'funded_year': 2013, 'funded_month': 1, 'funded_day': 14, 'investments': [{'company': None, 'financial_org': {'name': 'Millennium Technology Value Partners', 'permalink': 'millennium-technology-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Split Rock Partners', 'permalink': 'split-rock-partners'}, 'person': None}, {'company': None, 'financial_org': {'name': 'EPIC Ventures', 'permalink': 'epic-ventures'}, 'person': None}, {'company': {'name': 'Salesforce', 'permalink': 'salesforce'}, 'financial_org': None, 'person': None}, {'company': None, 'financial_org': {'name': 'Emergence Capital Partners', 'permalink': 'emergence-capital-partners'}, 'person': None}, {'company': None, 'financial_org': {'name': 'RPM Ventures', 'permalink': 'rpm-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'DFJ Frontier', 'permalink': 'dfj-frontier'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Anthem Venture Partners', 'permalink': 'anthem-venture-partners'}, 'person': None}]}]",[],,Janrain,,"[{'name': 'myOpenID', 'permalink': 'myopenid'}, {'name': 'Janrain Federate', 'permalink': 'opx'}, {'name': 'Janrain Engage: Social Login & Social Share', 'permalink': 'rpx'}]",51800000.0,45.484413,-122.675838,"{'type': 'Point', 'coordinates': [-122.675838, 45.484413]}"
234,514,486,"{'description': None, 'address1': '12300 Perry Hwy. Ste. 306', 'address2': '', 'zip_code': '15090', 'city': 'Wexford', 'state_code': 'PA', 'country_code': 'USA', 'latitude': 40.616311, 'longitude': -80.059548}",,web,,2005,"[{'id': 6509, 'round_code': 'angel', 'source_url': '', 'source_description': 'EDGAR', 'raised_amount': 1130000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 6, 'funded_day': 26, 'investments': [{'company': None, 'financial_org': {'name': 'Virginia Active Angel Network', 'permalink': 'virginia-active-angel-network'}, 'person': None}, {'company': None, 'financial_org': {'name': 'BlueTree Capital Group', 'permalink': 'bluetree-capital-group'}, 'person': None}, {'company': None, 'financial_org': {'name': 'New York Angels', 'permalink': 'new-york-angels'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Rose Tech Ventures', 'permalink': 'rose-tech-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Innovation Works', 'permalink': 'innovation-works'}, 'person': None}]}]",[],,TalkShoe,,"[{'name': 'TalkShoe', 'permalink': 'talkshoe'}, {'name': 'TalkShoe Facebook Application', 'permalink': 'talkshoe-facebook-app'}, {'name': 'TalkShoe iPhone Application', 'permalink': 'talkshoe-iphone-app'}]",1130000.0,40.616311,-80.059548,"{'type': 'Point', 'coordinates': [-80.059548, 40.616311]}"
235,518,490,"{'description': '', 'address1': '12121 wilshire boulevard', 'address2': 'suite 1100', 'zip_code': '90025', 'city': 'Los Angeles', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 34.043948, 'longitude': -118.468204}","{'price_amount': 3125000, 'price_currency_code': 'USD', 'term_code': 'cash', 'source_url': 'http://www.secinfo.com/d19X92.tm.htm', 'source_description': 'SEC Filing', 'acquired_year': 2008, 'acquired_month': 12, 'acquired_day': 3, 'acquiring_company': {'name': 'HSW International', 'permalink': 'hsw-international'}}",web,,2006,"[{'id': 2647, 'round_code': 'a', 'source_url': 'http://venturebeat.com/2007/06/18/19952/', 'source_description': 'Online health getting hot, DailyStrength raises millions quickly', 'raised_amount': 5000000, 'raised_currency_code': 'USD', 'funded_year': 2007, 'funded_month': 5, 'funded_day': 18, 'investments': [{'company': None, 'financial_org': {'name': 'Redpoint Ventures', 'permalink': 'redpoint-ventures'}, 'person': None}]}]",[],,DailyStrength,14.0,[],5000000.0,34.043948,-118.468204,"{'type': 'Point', 'coordinates': [-118.468204, 34.043948]}"
236,519,491,"{'description': '', 'address1': '22 W 21st St', 'address2': '10th Floor', 'zip_code': '10010', 'city': 'New York', 'state_code': 'NY', 'country_code': 'USA', 'latitude': 40.743808, 'longitude': -73.983626}","{'price_amount': None, 'price_currency_code': 'USD', 'term_code': None, 'source_url': 'http://techcrunch.com/2011/03/07/youtube-acquires-next-new-networks-introduces-youtube-next-training-squad/', 'source_description': 'YouTube Acquires Next New Networks, Introduces ""YouTube Next"" Training Squad', 'acquired_year': 2011, 'acquired_month': 3, 'acquired_day': 7, 'acquiring_company': {'name': 'YouTube', 'permalink': 'youtube'}}",web,,2007,"[{'id': 1753, 'round_code': 'a', 'source_url': 'http://www.techcrunch.com/2007/05/20/next-new-networks-building-micro-television-networks/', 'source_description': 'Next New Networks Building Micro Television Networks', 'raised_amount': 8000000, 'raised_currency_code': 'USD', 'funded_year': 2007, 'funded_month': 1, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': {'name': 'Spark Capital', 'permalink': 'spark-capital'}, 'person': None}]}, {'id': 1754, 'round_code': 'b', 'source_url': 'http://www.techcrunch.com/2008/03/12/next-new-networks-15-million-from-velocity-interactive-group-and-goldman-sachs/', 'source_description': 'Next New Networks - $15 million From Velocity Interactive Group And Goldman Sachs', 'raised_amount': 15000000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 3, 'funded_day': 12, 'investments': [{'company': None, 'financial_org': {'name': 'Goldman Sachs', 'permalink': 'goldman-sachs'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Spark Capital', 'permalink': 'spark-capital'}, 'person': None}, {'company': {'name': 'Saban Media Group', 'permalink': 'saban-media-group'}, 'financial_org': None, 'person': None}, {'company': None, 'financial_org': {'name': 'Pilot Group', 'permalink': 'pilot-group'}, 'person': None}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Bob', 'last_name': 'Pittman', 'permalink': 'bob-pittman'}}, {'company': None, 'financial_org': {'name': 'Fuse Capital', 'permalink': 'fuse-capital'}, 'person': None}]}, {'id': 13659, 'round_code': 'c', 'source_url': 'http://www.sec.gov/Archives/edgar/data/1400020/000140002010000002/xslFormDX01/primary_doc.xml', 'source_description': 'SEC D', 'raised_amount': 3063781, 'raised_currency_code': 'USD', 'funded_year': 2010, 'funded_month': 3, 'funded_day': 31, 'investments': []}, {'id': 20707, 'round_code': 'debt_round', 'source_url': 'http://techcrunch.com/2010/12/29/next-new-networks-raises-1-million-amid-youtube-acquisition-rumors/', 'source_description': 'Next New Networks Raises $1 Million Amid YouTube Acquisition Rumors', 'raised_amount': 1000000, 'raised_currency_code': 'USD', 'funded_year': 2010, 'funded_month': 12, 'funded_day': 29, 'investments': []}]",[],,Next New Networks,121.0,"[{'name': 'NextNewNetworks', 'permalink': 'nextnewnetworks'}, {'name': 'UltraKawaii', 'permalink': 'ultrakawaii'}, {'name': 'Barely Political', 'permalink': 'barely-political'}, {'name': 'ViroPOP', 'permalink': 'viropop'}, {'name': 'Channel Frederator', 'permalink': 'channel-frederator'}, {'name': 'Fast Lane Daily', 'permalink': 'fast-lane-daily'}, {'name': 'VOD Cars', 'permalink': 'vod-cars'}, {'name': 'Indy Mogul', 'permalink': 'indy-mogul'}, {'name': 'ThreadBanger', 'permalink': 'threadbanger'}, {'name': 'EPIC-FU', 'permalink': 'epic-fu'}, {'name': 'Veracifier', 'permalink': 'veracifier'}, {'name': 'Pulp Secret', 'permalink': 'pulp-secret'}, {'name': 'Bleacher Bloggers', 'permalink': 'bleacher-bloggers'}, {'name': 'Vette Dogs', 'permalink': 'vette-dogs'}, {'name': 'Metal Chik', 'permalink': 'metal-chik'}, {'name': 'Bride-o-rama', 'permalink': 'bride-o-rama'}, {'name': 'Total MMO', 'permalink': 'total-mmo'}]",27100000.0,40.743808,-73.983626,"{'type': 'Point', 'coordinates': [-73.983626, 40.743808]}"
237,520,492,"{'description': 'Hawaii Office', 'address1': '2800 Woodlawn Drive, Suite 138', 'address2': '', 'zip_code': '96822', 'city': 'Honolulu', 'state_code': 'HI', 'country_code': 'USA', 'latitude': 21.30829, 'longitude': -157.8086025}","{'price_amount': None, 'price_currency_code': 'USD', 'term_code': None, 'source_url': 'http://techcrunch.com/2011/08/02/html5-ad-builder-sprout-acquired-by-inmobi/', 'source_description': 'HTML5 Ad Builder Sprout Acquired By InMobi', 'acquired_year': 2011, 'acquired_month': 8, 'acquired_day': 2, 'acquiring_company': {'name': 'InMobi', 'permalink': 'inmobi'}}",advertising,,2008,"[{'id': 2260, 'round_code': 'b', 'source_url': 'http://www.techcrunch.com/2008/05/13/sprout-raises-5-million-for-flash-widget-creation/', 'source_description': 'Techcrunch article', 'raised_amount': 5000000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 5, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': {'name': 'Polaris Partners', 'permalink': 'polaris-partners'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Global Venture Capital', 'permalink': 'global-venture-capital'}, 'person': None}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Mitch', 'last_name': 'Kapor', 'permalink': 'mitch-kapor'}}]}, {'id': 2261, 'round_code': 'a', 'source_url': 'http://www.demo.com/demonstrators/demo2008/124754.html', 'source_description': 'Demo profile', 'raised_amount': 3300000, 'raised_currency_code': 'USD', 'funded_year': 2007, 'funded_month': 5, 'funded_day': 31, 'investments': [{'company': None, 'financial_org': {'name': 'Global Venture Capital', 'permalink': 'global-venture-capital'}, 'person': None}]}]",[],,Sprout,18.0,"[{'name': 'Engage Ads', 'permalink': 'engage-ads'}, {'name': 'Engage Apps', 'permalink': 'engage-apps'}]",8300000.000000001,21.30829,-157.8086025,"{'type': 'Point', 'coordinates': [-157.8086025, 21.30829]}"
238,521,492,"{'description': 'San Francisco Office', 'address1': '2601 Mission St', 'address2': 'Suite 701', 'zip_code': '94110', 'city': 'San Francisco', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.755012, 'longitude': -122.418137}","{'price_amount': None, 'price_currency_code': 'USD', 'term_code': None, 'source_url': 'http://techcrunch.com/2011/08/02/html5-ad-builder-sprout-acquired-by-inmobi/', 'source_description': 'HTML5 Ad Builder Sprout Acquired By InMobi', 'acquired_year': 2011, 'acquired_month': 8, 'acquired_day': 2, 'acquiring_company': {'name': 'InMobi', 'permalink': 'inmobi'}}",advertising,,2008,"[{'id': 2260, 'round_code': 'b', 'source_url': 'http://www.techcrunch.com/2008/05/13/sprout-raises-5-million-for-flash-widget-creation/', 'source_description': 'Techcrunch article', 'raised_amount': 5000000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 5, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': {'name': 'Polaris Partners', 'permalink': 'polaris-partners'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Global Venture Capital', 'permalink': 'global-venture-capital'}, 'person': None}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Mitch', 'last_name': 'Kapor', 'permalink': 'mitch-kapor'}}]}, {'id': 2261, 'round_code': 'a', 'source_url': 'http://www.demo.com/demonstrators/demo2008/124754.html', 'source_description': 'Demo profile', 'raised_amount': 3300000, 'raised_currency_code': 'USD', 'funded_year': 2007, 'funded_month': 5, 'funded_day': 31, 'investments': [{'company': None, 'financial_org': {'name': 'Global Venture Capital', 'permalink': 'global-venture-capital'}, 'person': None}]}]",[],,Sprout,18.0,"[{'name': 'Engage Ads', 'permalink': 'engage-ads'}, {'name': 'Engage Apps', 'permalink': 'engage-apps'}]",8300000.000000001,37.755012,-122.418137,"{'type': 'Point', 'coordinates': [-122.418137, 37.755012]}"
239,522,493,"{'description': '', 'address1': '330 Waverley St.', 'address2': 'Suite 3', 'zip_code': '94301', 'city': 'Palo Alto', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.5645375, 'longitude': -122.3254705}",,mobile,,2012,"[{'id': 1760, 'round_code': 'angel', 'source_url': 'http://www.techcrunch.com/2008/03/24/skydeck-helps-you-manage-the-social-network-locked-in-your-phone-500-invites-for-private-beta/', 'source_description': 'TechCrunch', 'raised_amount': 1000000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 2, 'funded_day': 1, 'investments': []}, {'id': 3541, 'round_code': 'a', 'source_url': 'http://www.techcrunch.com/2008/09/28/skydeck-raises-3-million-to-manage-enhance-your-phone-bill/', 'source_description': 'SkyDeck Raises $3 Million To Manage, Enhance Your Phone Bill', 'raised_amount': 3000000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 9, 'funded_day': 29, 'investments': [{'company': None, 'financial_org': {'name': 'Saban Ventures', 'permalink': 'saban-ventures'}, 'person': None}]}]",[],,Skydeck,9.0,"[{'name': 'Skydeck', 'permalink': 'skydeck'}]",4000000.0,37.5645375,-122.3254705,"{'type': 'Point', 'coordinates': [-122.3254705, 37.5645375]}"
240,523,494,"{'description': '', 'address1': '1051 East Hillsdale Boulevard', 'address2': 'Suite 600', 'zip_code': '94404', 'city': 'Foster City', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.5596277, 'longitude': -122.2709868}",,software,,2007,"[{'id': 1763, 'round_code': 'a', 'source_url': 'http://www.sociableblog.com/2008/01/26/zuora-raised-65-million-in-series-a-funding/', 'source_description': 'Sociable', 'raised_amount': 6500000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 3, 'funded_day': 13, 'investments': [{'company': None, 'financial_org': {'name': 'Benchmark', 'permalink': 'benchmark-2'}, 'person': None}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Marc', 'last_name': 'Benioff', 'permalink': 'marc-benioff'}}]}, {'id': 3737, 'round_code': 'b', 'source_url': 'http://venturebeat.com/2008/10/27/zuora-raises-15m-to-manage-online-subscriptions/', 'source_description': 'VentureBeat', 'raised_amount': 15000000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 10, 'funded_day': 28, 'investments': [{'company': None, 'financial_org': {'name': 'Shasta Ventures', 'permalink': 'shasta-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Lehman Brothers', 'permalink': 'lehman-brothers'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Benchmark', 'permalink': 'benchmark-2'}, 'person': None}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Marc', 'last_name': 'Benioff', 'permalink': 'marc-benioff'}}]}, {'id': 19960, 'round_code': 'c', 'source_url': 'http://www.finsmes.com/2010/11/zuora-raises-20m-in-series-c-funding.html', 'source_description': 'Zuora Raises $20M in Series C Funding Round', 'raised_amount': 20000000, 'raised_currency_code': 'USD', 'funded_year': 2010, 'funded_month': 11, 'funded_day': 9, 'investments': [{'company': None, 'financial_org': {'name': 'Redpoint Ventures', 'permalink': 'redpoint-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Benchmark', 'permalink': 'benchmark-2'}, 'person': None}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Marc', 'last_name': 'Benioff', 'permalink': 'marc-benioff'}}, {'company': None, 'financial_org': {'name': 'Shasta Ventures', 'permalink': 'shasta-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Tenaya Capital', 'permalink': 'tenaya-capital'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Webb Investment Network', 'permalink': 'webb-investment-network'}, 'person': None}]}, {'id': 26600, 'round_code': 'd', 'source_url': 'http://techcrunch.com/2011/11/16/subscription-billings-platform-zuora-nabs-36m-from-index-greylock-at-200m-plus-valuation/', 'source_description': 'Subscription Billings Platform Zuora Nabs $36M From Index, Greylock At $300M-Plus Valuation', 'raised_amount': 36000000, 'raised_currency_code': 'USD', 'funded_year': 2011, 'funded_month': 11, 'funded_day': 16, 'investments': [{'company': None, 'financial_org': {'name': 'Index Ventures', 'permalink': 'index-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Greylock Partners', 'permalink': 'greylock'}, 'person': None}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Dave', 'last_name': 'Duffield', 'permalink': 'dave-duffield'}}, {'company': None, 'financial_org': {'name': 'Benchmark', 'permalink': 'benchmark-2'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Redpoint Ventures', 'permalink': 'redpoint-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Shasta Ventures', 'permalink': 'shasta-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Tenaya Capital', 'permalink': 'tenaya-capital'}, 'person': None}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Marc', 'last_name': 'Benioff', 'permalink': 'marc-benioff'}}]}, {'id': 47968, 'round_code': 'e', 'source_url': 'http://techcrunch.com/2013/09/05/zuora-lands-50m-from-next-world-paul-allen-marc-benioff-more-to-help-fuel-the-rise-of-the-subscription-economy/', 'source_description': 'Zuora Lands $50M From Next World, Paul Allen, Marc Benioff & More To Help Fuel The Rise Of The Subscription Economy', 'raised_amount': 50000000, 'raised_currency_code': 'USD', 'funded_year': 2013, 'funded_month': 9, 'funded_day': 5, 'investments': [{'company': None, 'financial_org': {'name': 'Shasta Ventures', 'permalink': 'shasta-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Vulcan Capital', 'permalink': 'vulcan-capital'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Northgate Capital', 'permalink': 'northgate-capital'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Benchmark', 'permalink': 'benchmark-2'}, 'person': None}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Marc', 'last_name': 'Benioff', 'permalink': 'marc-benioff'}}, {'company': None, 'financial_org': {'name': 'Next World Capital', 'permalink': 'next-world-capital'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Index Ventures', 'permalink': 'index-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Greylock Partners', 'permalink': 'greylock'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Redpoint Ventures', 'permalink': 'redpoint-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Tenaya Capital', 'permalink': 'tenaya-capital'}, 'person': None}]}]",[],,Zuora,250.0,[],128000000.0,37.5596277,-122.2709868,"{'type': 'Point', 'coordinates': [-122.2709868, 37.5596277]}"
241,524,495,"{'description': 'Jivox US Headquarters', 'address1': '333 Twin Dolphin Drive', 'address2': '', 'zip_code': '94065', 'city': 'Redwood City', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.555962, 'longitude': -122.288006}",,advertising,,2007,"[{'id': 1765, 'round_code': 'seed', 'source_url': 'http://www.jivox.com/news.html', 'source_description': 'Press Release', 'raised_amount': 2700000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 3, 'funded_day': 10, 'investments': [{'company': None, 'financial_org': {'name': 'Opus Capital', 'permalink': 'opus-capital'}, 'person': None}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Diaz', 'last_name': 'Nesamoney', 'permalink': 'diaz-nesamoney'}}]}, {'id': 2620, 'round_code': 'a', 'source_url': 'http://www.jivox.com/pdfs/Jivox_Series_A_funding_release_final_embargoed_6.12.08.pdf', 'source_description': ""Video Ads' Jivox Raises $10.7M"", 'raised_amount': 10700000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 6, 'funded_day': 16, 'investments': [{'company': None, 'financial_org': {'name': 'Opus Capital', 'permalink': 'opus-capital'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Helion Venture Partners', 'permalink': 'helion-venture-partners'}, 'person': None}]}, {'id': 16785, 'round_code': 'unattributed', 'source_url': 'http://www.watblog.com/2010/06/14/jivox-raises-4-million-from-helion-opus/', 'source_description': 'Jivox Raises 4 Million $ From Helion & Opus', 'raised_amount': 4000000, 'raised_currency_code': 'USD', 'funded_year': 2010, 'funded_month': 6, 'funded_day': 14, 'investments': [{'company': None, 'financial_org': {'name': 'Opus Capital', 'permalink': 'opus-capital'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Helion Venture Partners', 'permalink': 'helion-venture-partners'}, 'person': None}]}, {'id': 26271, 'round_code': 'unattributed', 'source_url': 'http://techcrunch.com/2011/11/01/video-ad-technology-developer-jivox-raises-8-2-million/', 'source_description': 'Video Ad Technology Developer Jivox Raises $8.2 Million', 'raised_amount': 8200000, 'raised_currency_code': 'USD', 'funded_year': 2011, 'funded_month': 11, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': {'name': 'Fortinsure Ventures', 'permalink': 'fortinsure-ventures'}, 'person': None}]}]",[],,Jivox,60.0,[],25600000.0,37.555962,-122.288006,"{'type': 'Point', 'coordinates': [-122.288006, 37.555962]}"
242,526,497,"{'description': None, 'address1': '607A W. Dana Street', 'address2': '', 'zip_code': '94041', 'city': 'Mountain View', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.391727, 'longitude': -122.077597}","{'price_amount': 3500000, 'price_currency_code': 'USD', 'term_code': 'cash', 'source_url': 'http://techcrunch.com/2011/05/02/local-com-buys-local-search-company-krillion-for-3-5m-debuts-daily-deal-service/', 'source_description': 'Local.com Buys Local Search Company Krillion For $3.5M, Debuts Daily Deal Service', 'acquired_year': 2011, 'acquired_month': 5, 'acquired_day': 2, 'acquiring_company': {'name': 'Local.com', 'permalink': 'local-com'}}",web,,2006,"[{'id': 13528, 'round_code': 'a', 'source_url': '', 'source_description': 'EDGAR', 'raised_amount': 9150000, 'raised_currency_code': 'USD', 'funded_year': 2006, 'funded_month': 6, 'funded_day': 14, 'investments': [{'company': None, 'financial_org': {'name': 'Hummer Winblad Venture Partners', 'permalink': 'hummer-winblad-venture-partners'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Leapfrog Ventures', 'permalink': 'leapfrog-ventures'}, 'person': None}]}, {'id': 59576, 'round_code': 'debt_round', 'source_url': 'http://www.sec.gov/Archives/edgar/data/1365052/000136505210000004/xslFormDX01/primary_doc.xml', 'source_description': 'SEC', 'raised_amount': 500000, 'raised_currency_code': 'USD', 'funded_year': 2010, 'funded_month': 7, 'funded_day': 15, 'investments': []}]",[],,Krillion,10.0,[],9650000.0,37.391727,-122.077597,"{'type': 'Point', 'coordinates': [-122.077597, 37.391727]}"
243,528,499,"{'description': 'Corporate Headquarters', 'address1': '125 Kensington High St', 'address2': 'W8 5SF', 'zip_code': 'London', 'city': 'London', 'state_code': None, 'country_code': 'GBR', 'latitude': 51.4991094, 'longitude': -0.1984802}","{'price_amount': 400000000, 'price_currency_code': 'USD', 'term_code': 'cash_and_stock', 'source_url': 'http://www.techcrunch.com/2009/11/09/not-playing-around-electronic-arts-buys-playfish-for-275-million/', 'source_description': 'TechCrunch', 'acquired_year': 2009, 'acquired_month': 11, 'acquired_day': 9, 'acquiring_company': {'name': 'Electronic Arts', 'permalink': 'electronicarts'}}",games_video,,2007,"[{'id': 1777, 'round_code': 'seed', 'source_url': 'http://venturebeat.com/2008/03/11/playfish-pulls-in-3m-seed-for-social-gaming/', 'source_description': 'Venturebeat article', 'raised_amount': 3000000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 3, 'funded_day': 11, 'investments': []}, {'id': 2834, 'round_code': 'seed', 'source_url': 'http://venturebeat.com/2008/07/01/playfish-nabs-1m-for-social-gaming/', 'source_description': 'Playfish nabs $1M for social gaming', 'raised_amount': 1000000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 7, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': {'name': 'Accel Partners', 'permalink': 'accel-partners'}, 'person': None}]}, {'id': 3769, 'round_code': 'b', 'source_url': 'http://www.alleyinsider.com/2008/10/facebook-game-developer-playfish-closes-17m-series-b-round', 'source_description': 'Facebook Game Developer Playfish Closes $17M Series B Round', 'raised_amount': 17000000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 10, 'funded_day': 28, 'investments': [{'company': None, 'financial_org': {'name': 'Accel Partners', 'permalink': 'accel-partners'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Index Ventures', 'permalink': 'index-ventures'}, 'person': None}]}]",[],,Playfish,,"[{'name': 'Who Has The Biggest Brain?', 'permalink': 'who-has-the-biggest-brain'}, {'name': 'Word Challenge', 'permalink': 'word-challenge'}, {'name': 'Bowling Buddies', 'permalink': 'bowling-buddies'}, {'name': 'Pet Society', 'permalink': 'pet-society'}, {'name': 'Geo Challenge', 'permalink': 'geo-challenge'}, {'name': 'Minigolf Party', 'permalink': 'minigolf-party'}, {'name': 'Restaurant City', 'permalink': 'restaurant-city'}, {'name': 'Crazy Planets', 'permalink': 'crazy-planets'}, {'name': 'Quiztastic', 'permalink': 'quiztastic'}, {'name': 'Country Story', 'permalink': 'country-story'}]",21000000.0,51.4991094,-0.1984802,"{'type': 'Point', 'coordinates': [-0.1984802, 51.4991094]}"
