,level_0,index,office,acquisition,category_code,deadpooled_year,founded_year,funding_rounds,investments,ipo,name,number_of_employees,products,total_money_raised_normalized_USD,lat,lng,oficina_principal
58,84,80,"{'description': '', 'address1': '4966 El Camino Real', 'address2': 'Suite 200', 'zip_code': '94022', 'city': 'Los Altos', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 33.8171, 'longitude': -111.9035}",,mobile,,2010,"[{'id': 19988, 'round_code': 'seed', 'source_url': '', 'source_description': 'EDGAR', 'raised_amount': 1100000, 'raised_currency_code': 'USD', 'funded_year': 2010, 'funded_month': 9, 'funded_day': 23, 'investments': [{'company': None, 'financial_org': {'name': 'Dougery Ventures', 'permalink': 'dougery-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Inventus Capital Partners', 'permalink': 'inventus-capital-partners'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Quest Venture Partners', 'permalink': 'quest-venture-partners'}, 'person': None}]}, {'id': 25867, 'round_code': 'a', 'source_url': 'http://techcrunch.com/2011/10/11/genwi-raises-4m-for-cloud-publishing-platform-for-tablets-smartphones/', 'source_description': 'GENWI Raises $4M For Cloud Publishing Platform For Tablets, Smartphones', 'raised_amount': 4000000, 'raised_currency_code': 'USD', 'funded_year': 2011, 'funded_month': 10, 'funded_day': 11, 'investments': [{'company': None, 'financial_org': {'name': 'Nexus Venture Partners', 'permalink': 'nexus-venture-partners'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Inventus Capital Partners', 'permalink': 'inventus-capital-partners'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Quest Venture Partners', 'permalink': 'quest-venture-partners'}, 'person': None}]}, {'id': 32667, 'round_code': 'unattributed', 'source_url': 'http://www.finsmes.com/2012/09/genwi-raises-2m.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29', 'source_description': 'GENWI Raises $2M', 'raised_amount': 2000000, 'raised_currency_code': 'USD', 'funded_year': 2012, 'funded_month': 9, 'funded_day': 18, 'investments': [{'company': None, 'financial_org': {'name': 'Elevation Partners', 'permalink': 'elevation-partners'}, 'person': None}, {'company': None, 'financial_org': {'name': 'FLOODGATE', 'permalink': 'floodgate'}, 'person': None}]}]",[],,GENWI,25,"[{'name': 'Cloud based Mobile Content Management System', 'permalink': 'isites'}, {'name': '""Instant"" HTML5 App', 'permalink': 'isites-instant-html5-app'}]",7100000.0,33.8171,-111.9035,"{'type': 'Point', 'coordinates': [-111.9035, 33.8171]}"
59,85,81,"{'description': '', 'address1': '500 Treat Avenue, Suite 100', 'address2': '', 'zip_code': '94110', 'city': 'San Francisco', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.764169, 'longitude': -122.402021}","{'price_amount': 120000000, 'price_currency_code': 'USD', 'term_code': 'cash_and_stock', 'source_url': 'http://techcrunch.com/2011/01/13/concur-acquires-tripit/', 'source_description': 'TripIt Gets An ExIt â€“ Acquired By Concur For Up To $120 Million', 'acquired_year': 2011, 'acquired_month': 1, 'acquired_day': 13, 'acquiring_company': {'name': 'Concur Technologies', 'permalink': 'concur-technologies'}}",travel,,2006,"[{'id': 588, 'round_code': 'seed', 'source_url': 'http://venturebeat.com/2007/04/23/tripit-another-travel-start-up-raises-1m/', 'source_description': 'Venture Beat', 'raised_amount': 1000000, 'raised_currency_code': 'USD', 'funded_year': 2007, 'funded_month': 4, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': {'name': ""O'Reilly AlphaTech Ventures"", 'permalink': 'o-reilly-alphatech-ventures'}, 'person': None}]}, {'id': 2071, 'round_code': 'b', 'source_url': 'http://www.techcrunch.com/2008/04/17/tripit-raises-51-million-in-series-b-funding/', 'source_description': 'TripIt Raises $5.1 Million in Series B Funding', 'raised_amount': 5100000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 6, 'funded_day': 17, 'investments': [{'company': None, 'financial_org': {'name': ""O'Reilly AlphaTech Ventures"", 'permalink': 'o-reilly-alphatech-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'European Founders Fund', 'permalink': 'european-founders-fund'}, 'person': None}, {'company': {'name': 'Sabre', 'permalink': 'sabre'}, 'financial_org': None, 'person': None}]}, {'id': 12656, 'round_code': 'c', 'source_url': 'http://venturebeat.com/2010/03/04/tripit/', 'source_description': 'Travel organizer TripIt raises $7M more', 'raised_amount': 7000000, 'raised_currency_code': 'USD', 'funded_year': 2010, 'funded_month': 3, 'funded_day': 4, 'investments': [{'company': None, 'financial_org': {'name': 'Azure Capital Partners', 'permalink': 'azure-capital-partners'}, 'person': None}]}]",[],,TripIt,63,"[{'name': 'TripIt', 'permalink': 'tripit'}]",13100000.0,37.764169,-122.402021,"{'type': 'Point', 'coordinates': [-122.402021, 37.764169]}"
60,91,87,"{'description': None, 'address1': '516 Bryant St', 'address2': None, 'zip_code': '94301', 'city': 'Palo Alto', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.445714, 'longitude': -122.161247}",,travel,,2006,"[{'id': 10702, 'round_code': 'a', 'source_url': 'http://www.techcrunch.com/2009/12/29/globalmotion-everytrail-funding/', 'source_description': 'Interactive Trip Sharing Service EveryTrail Locates $1 Million In Funding', 'raised_amount': 1000000, 'raised_currency_code': 'USD', 'funded_year': 2009, 'funded_month': 12, 'funded_day': 29, 'investments': [{'company': None, 'financial_org': {'name': 'Band of Angels', 'permalink': 'band-of-angels'}, 'person': None}]}]",[],,GlobalMotion,0,"[{'name': 'GlobalMotion', 'permalink': 'globalmotion'}, {'name': 'EveryTrail', 'permalink': 'everytrail'}]",1000000.0,37.445714,-122.161247,"{'type': 'Point', 'coordinates': [-122.161247, 37.445714]}"
61,92,88,"{'description': '', 'address1': '114 Alaskan Way South', 'address2': 'Ste. 100', 'zip_code': '98104', 'city': 'Seattle', 'state_code': 'WA', 'country_code': 'USA', 'latitude': 47.6015315, 'longitude': -122.335943}",,games_video,,2006,"[{'id': 593, 'round_code': 'angel', 'source_url': '', 'source_description': '', 'raised_amount': 100000, 'raised_currency_code': 'USD', 'funded_year': 2007, 'funded_month': 5, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': {'name': 'Ambient Sound Investments', 'permalink': 'ambient-sound-investments'}, 'person': None}]}, {'id': 2184, 'round_code': 'a', 'source_url': 'http://venturebeat.com/2008/02/06/flowplay-raises-37m-for-avatar-game-for-teenagers/', 'source_description': 'FlowPlay raises $3.7M for avatar game for teenagers - Venturebeat', 'raised_amount': 3700000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 2, 'funded_day': 6, 'investments': [{'company': None, 'financial_org': {'name': 'Intel Capital', 'permalink': 'intel-capital'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Ambient Sound Investments', 'permalink': 'ambient-sound-investments'}, 'person': None}]}, {'id': 59098, 'round_code': 'debt_round', 'source_url': 'http://www.sec.gov/Archives/edgar/data/1388653/000138865310000001/xslFormDX01/primary_doc.xml', 'source_description': 'SEC', 'raised_amount': 165000, 'raised_currency_code': 'USD', 'funded_year': 2010, 'funded_month': 8, 'funded_day': 20, 'investments': []}]",[],,FlowPlay,30,"[{'name': 'FlowPlay', 'permalink': 'flowplay'}, {'name': 'ourWorld', 'permalink': 'ourworld'}, {'name': 'Vegas World', 'permalink': 'vegas-world'}]",3970000.0,47.6015315,-122.335943,"{'type': 'Point', 'coordinates': [-122.335943, 47.6015315]}"
62,95,91,"{'description': '', 'address1': '222 W. Hubbard Street', 'address2': '', 'zip_code': '60610', 'city': 'Chicago', 'state_code': 'IL', 'country_code': 'USA', 'latitude': 41.890376, 'longitude': -87.63406}",,web,,2006,"[{'id': 601, 'round_code': 'a', 'source_url': 'http://www.thealarmclock.com/mt/archives/2007/06/user_gen_review.html', 'source_description': None, 'raised_amount': 5000000, 'raised_currency_code': 'USD', 'funded_year': 2007, 'funded_month': 6, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': {'name': 'I2A Fund', 'permalink': 'i2a-fund'}, 'person': None}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Joe', 'last_name': 'Mansueto', 'permalink': 'joe-mansueto'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Matt', 'last_name': 'McCall', 'permalink': 'matt-mccall'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Lon', 'last_name': 'Chow', 'permalink': 'lon-chow'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'J.B.', 'last_name': 'Pritzker', 'permalink': 'j-b-pritzker'}}]}]",[],,Viewpoints,15,"[{'name': 'Viewpoints', 'permalink': 'viewpoints'}, {'name': 'My Sears', 'permalink': 'my-sears'}, {'name': 'My Kmart', 'permalink': 'my-kmart'}]",5000000.0,41.890376,-87.63406,"{'type': 'Point', 'coordinates': [-87.63406, 41.890376]}"
63,96,92,"{'description': 'Headquarters', 'address1': '1050 Walnut Street', 'address2': 'Suite 202', 'zip_code': '80302', 'city': 'Boulder', 'state_code': 'CO', 'country_code': 'USA', 'latitude': 40.01621, 'longitude': -105.28131}","{'price_amount': None, 'price_currency_code': 'USD', 'term_code': None, 'source_url': 'http://www.walmartlabs.com/about/acquisitions/', 'source_description': '', 'acquired_year': 2011, 'acquired_month': 9, 'acquired_day': None, 'acquiring_company': {'name': 'WalmartLabs', 'permalink': 'walmart-labs-2'}}",advertising,,2006,"[{'id': 607, 'round_code': 'b', 'source_url': 'http://www.thealarmclock.com/mt/archives/2007/06/social_widget_m_1.html', 'source_description': '', 'raised_amount': 15000000, 'raised_currency_code': 'USD', 'funded_year': 2007, 'funded_month': 6, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': {'name': 'Appian Ventures', 'permalink': 'appian-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Commonwealth Capital Ventures', 'permalink': 'commonwealth-capital-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Spark Capital', 'permalink': 'spark-capital'}, 'person': None}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Brad', 'last_name': 'Feld', 'permalink': 'brad-feld'}}]}, {'id': 8260, 'round_code': 'c', 'source_url': 'http://www.techcrunch.com/2009/08/27/oneriot-fights-its-way-to-a-new-7-million-round/', 'source_description': '', 'raised_amount': 7000000, 'raised_currency_code': 'USD', 'funded_year': 2009, 'funded_month': 8, 'funded_day': 27, 'investments': [{'company': None, 'financial_org': {'name': 'Commonwealth Capital Ventures', 'permalink': 'commonwealth-capital-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Appian Ventures', 'permalink': 'appian-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Spark Capital', 'permalink': 'spark-capital'}, 'person': None}]}, {'id': 8262, 'round_code': 'a', 'source_url': 'http://venturebeat.com/2009/05/12/oneriot-lets-you-search-for-spock-in-realtime/', 'source_description': 'OneRiot lets you search for Spock in realtime', 'raised_amount': 5300000, 'raised_currency_code': 'USD', 'funded_year': 2006, 'funded_month': 1, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': {'name': 'Spark Capital', 'permalink': 'spark-capital'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Appian Ventures', 'permalink': 'appian-ventures'}, 'person': None}]}]",[],,OneRiot,32,"[{'name': 'OneRiot For Developers & Publishers', 'permalink': 'riotwise'}, {'name': 'Realtime Trending Topics Engine', 'permalink': 'realtime-trending-topics-engine'}, {'name': 'OneRiot for Brands & Marketers', 'permalink': 'oneriot-for-brands-marketers'}, {'name': 'OneRiot for Media Companies', 'permalink': 'oneriot-for-media-companies'}]",27300000.0,40.01621,-105.28131,"{'type': 'Point', 'coordinates': [-105.28131, 40.01621]}"
64,97,93,"{'description': None, 'address1': '', 'address2': '', 'zip_code': '', 'city': 'Cambridge', 'state_code': 'MA', 'country_code': 'USA', 'latitude': 42.375392, 'longitude': -71.118487}",,web,,2007,"[{'id': 620, 'round_code': 'angel', 'source_url': 'http://www.thealarmclock.com/mt/archives/2007/07/bostons_updown.html', 'source_description': '', 'raised_amount': None, 'raised_currency_code': None, 'funded_year': 2007, 'funded_month': 7, 'funded_day': 1, 'investments': []}, {'id': 2688, 'round_code': 'angel', 'source_url': 'http://venturebeat.com/2008/01/29/updowncom-raises-750000-more-for-fantasy-investment-social-network', 'source_description': 'UpDown.com raises $750,000 more for fantasy investment social network', 'raised_amount': 750000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 1, 'funded_day': 29, 'investments': [{'company': None, 'financial_org': None, 'person': {'first_name': 'Joachim', 'last_name': 'Schoss', 'permalink': 'joachim-schoss'}}]}, {'id': 3410, 'round_code': 'angel', 'source_url': 'http://www.thealarmclock.com/mt/archives/2008/09/updown_update_s.html', 'source_description': 'alarm:clock', 'raised_amount': 1000000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 9, 'funded_day': 9, 'investments': [{'company': None, 'financial_org': None, 'person': {'first_name': 'Joachim', 'last_name': 'Schoss', 'permalink': 'joachim-schoss'}}]}]",[],,UpDown,5,"[{'name': 'The UpDown', 'permalink': 'the-updown'}]",1750000.0,42.375392,-71.118487,"{'type': 'Point', 'coordinates': [-71.118487, 42.375392]}"
65,98,94,"{'description': 'mig33 Headquarters', 'address1': '111 North Bridge Road', 'address2': 'Peninsula Plaza #26-01', 'zip_code': '179098', 'city': 'Singapore', 'state_code': None, 'country_code': 'SGP', 'latitude': 37.580304, 'longitude': -122.343679}",,games_video,,2005,"[{'id': 594, 'round_code': 'a', 'source_url': 'http://mashable.com/2007/05/07/mig33/', 'source_description': 'Mig33 Gets $10M in Funding', 'raised_amount': 10000000, 'raised_currency_code': 'USD', 'funded_year': 2007, 'funded_month': 5, 'funded_day': 7, 'investments': [{'company': None, 'financial_org': {'name': 'Accel Partners', 'permalink': 'accel-partners'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Redpoint Ventures', 'permalink': 'redpoint-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Technology Venture Partners', 'permalink': 'technology-venture-partners'}, 'person': None}]}, {'id': 1448, 'round_code': 'b', 'source_url': 'http://mashable.com/2008/01/28/mig33-series-b-funding/', 'source_description': 'Mig33 Raises Another $13.5 Million for Mobile Social Network', 'raised_amount': 13500000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 1, 'funded_day': 27, 'investments': [{'company': None, 'financial_org': {'name': 'Accel Partners', 'permalink': 'accel-partners'}, 'person': None}, {'company': None, 'financial_org': {'name': 'DCM', 'permalink': 'dcm'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Redpoint Ventures', 'permalink': 'redpoint-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Technology Venture Partners', 'permalink': 'technology-venture-partners'}, 'person': None}]}, {'id': 19943, 'round_code': 'c', 'source_url': 'http://www.finsmes.com/2010/11/mig33-raises-89m-in-series-c-funding.html', 'source_description': 'mig33 Raises $8.9M in Series C Funding', 'raised_amount': 8900000, 'raised_currency_code': 'USD', 'funded_year': 2010, 'funded_month': 11, 'funded_day': 8, 'investments': [{'company': None, 'financial_org': {'name': 'Accel Partners', 'permalink': 'accel-partners'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Redpoint Ventures', 'permalink': 'redpoint-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'DCM', 'permalink': 'dcm'}, 'person': None}]}]",[],,mig33,100,[],32400000.0,37.580304,-122.343679,"{'type': 'Point', 'coordinates': [-122.343679, 37.580304]}"
66,101,97,"{'description': None, 'address1': '', 'address2': '', 'zip_code': '', 'city': 'Cambridge', 'state_code': 'MA', 'country_code': 'USA', 'latitude': 42.375392, 'longitude': -71.118487}","{'price_amount': None, 'price_currency_code': 'USD', 'term_code': None, 'source_url': 'http://techcrunch.com/2011/07/19/live-gamer-buys-gamerdna-and-brandport-to-add-in-game-and-video-ads-to-monetization-platform/', 'source_description': 'Live Gamer Buys GamerDNA And BrandPort To Add In-Game Ads To Monetization Platform', 'acquired_year': 2011, 'acquired_month': 7, 'acquired_day': 19, 'acquiring_company': {'name': 'Live Gamer', 'permalink': 'livegamer'}}",web,,2006,"[{'id': 633, 'round_code': 'seed', 'source_url': 'http://www.idgvb.com/newsitem.cfm?id=208', 'source_description': '', 'raised_amount': None, 'raised_currency_code': None, 'funded_year': 2007, 'funded_month': 7, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': {'name': 'Flybridge Capital Partners', 'permalink': 'flybridge-capital'}, 'person': None}]}, {'id': 2100, 'round_code': 'a', 'source_url': 'http://www.gamerdna.com/company/blog/2008/04/18/guildcafe-entertainment-inc-is-now-gamerdna-inc/', 'source_description': 'GamerDNA blog', 'raised_amount': 3000000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 4, 'funded_day': 18, 'investments': [{'company': None, 'financial_org': {'name': 'Flybridge Capital Partners', 'permalink': 'flybridge-capital'}, 'person': None}]}]",[],,GamerDNA,13,"[{'name': 'GamerDNA', 'permalink': 'guildcafe'}, {'name': 'Tweet My Gaming', 'permalink': 'tweet-my-gaming'}]",3000000.0,42.375392,-71.118487,"{'type': 'Point', 'coordinates': [-71.118487, 42.375392]}"
67,102,98,"{'description': '', 'address1': '1500 Fashion Island Blvd', 'address2': '', 'zip_code': '94404', 'city': 'San Mateo', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.557637, 'longitude': -122.285714}",,web,,2007,"[{'id': 634, 'round_code': 'a', 'source_url': '', 'source_description': '', 'raised_amount': 2600000, 'raised_currency_code': 'USD', 'funded_year': 2007, 'funded_month': 1, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': {'name': 'Menlo Ventures', 'permalink': 'menlo-ventures'}, 'person': None}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Ariel', 'last_name': 'Poler', 'permalink': 'ariel-poler'}}]}, {'id': 3298, 'round_code': 'b', 'source_url': 'http://www.techcrunch.com/2008/08/28/speeddate-scores-6-million-for-matchmaking-in-a-hurry/', 'source_description': 'SpeedDate Scores $6 Million For Matchmaking In A Hurry', 'raised_amount': 6000000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 8, 'funded_day': 28, 'investments': [{'company': None, 'financial_org': {'name': 'Menlo Ventures', 'permalink': 'menlo-ventures'}, 'person': None}]}, {'id': 49126, 'round_code': 'debt_round', 'source_url': 'http://www.sec.gov/Archives/edgar/data/1409711/000140971111000005/xslFormDX01/primary_doc.xml', 'source_description': 'SEC', 'raised_amount': 3000000, 'raised_currency_code': 'USD', 'funded_year': 2011, 'funded_month': 11, 'funded_day': 21, 'investments': []}]",[],,SpeedDate,0,"[{'name': 'SpeedDate.com', 'permalink': 'speeddate-com'}]",11600000.0,37.557637,-122.285714,"{'type': 'Point', 'coordinates': [-122.285714, 37.557637]}"
68,105,101,"{'description': 'hi', 'address1': '415 S Cedros Ave', 'address2': 'Suite 240', 'zip_code': '90275', 'city': 'Solana Beach', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 33.020832, 'longitude': -117.077311}","{'price_amount': None, 'price_currency_code': 'USD', 'term_code': None, 'source_url': 'http://paidcontent.org/article/419-playdom-buys-resurgent-social-games-startup-metaplace/', 'source_description': 'Playdom Buys Resurgent Social Games Startup Metaplace', 'acquired_year': 2010, 'acquired_month': 7, 'acquired_day': 8, 'acquiring_company': {'name': 'Playdom', 'permalink': 'playdom'}}",games_video,,2006,"[{'id': 3699, 'round_code': 'b', 'source_url': 'http://www.techcrunch.com/2008/10/22/metaplace-raises-64-million-for-custom-virtual-worlds/', 'source_description': 'Metaplace Raises $6.7 Million For Custom Virtual Worlds', 'raised_amount': 6700000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 10, 'funded_day': 22, 'investments': [{'company': None, 'financial_org': {'name': 'Charles River Ventures', 'permalink': 'charles-river-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Crescendo Ventures', 'permalink': 'crescendo-ventures'}, 'person': None}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Ben', 'last_name': 'Horowitz', 'permalink': 'ben-horowitz'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Marc', 'last_name': 'Andreessen', 'permalink': 'marc-andreessen'}}]}, {'id': 13041, 'round_code': 'unattributed', 'source_url': 'http://www.sec.gov/Archives/edgar/data/1486968/000148696810000001/xslFormDX01/primary_doc.xml', 'source_description': 'SEC D', 'raised_amount': 1500000, 'raised_currency_code': 'USD', 'funded_year': 2010, 'funded_month': 3, 'funded_day': 15, 'investments': []}, {'id': 16789, 'round_code': 'a', 'source_url': 'http://gigaom.com/2008/10/22/kosters-metaplace-gets-67m-in-series-b-funding/', 'source_description': 'Gigaom', 'raised_amount': 1200000, 'raised_currency_code': 'USD', 'funded_year': 2007, 'funded_month': None, 'funded_day': None, 'investments': []}]",[],,Metaplace,12,"[{'name': 'Island Life', 'permalink': 'island-life'}, {'name': 'My Vineyard', 'permalink': 'my-vineyard'}]",9400000.0,33.020832,-117.077311,"{'type': 'Point', 'coordinates': [-117.077311, 33.020832]}"
